,X1,X2,Y
0,3.075006584274272,1.9344072288386998,1
1,5.591168420096513,0.11124451039208871,0
2,0.6064210237206629,0.5799645710964636,0
3,0.17518409796809342,1.2591209447796117,0
4,4.045336832728693,0.5340861027637152,0
5,0.8145498602746359,0.6006477170064244,0
6,3.1616375326618713,1.3765387512493703,1
7,4.8154298763905725,1.6615363838863761,1
8,1.7497010134503121,1.1256177644292016,1
9,1.6197046784751234,0.608742967856112,1
10,5.054553639415665,1.9809069156599686,1
11,0.49476112361135316,0.9011843860999116,1
12,1.7586683594174215,1.127553391311707,1
13,2.26794131618814,1.944969796424585,1
14,2.696290012825245,0.15561651212862326,0
15,0.25580309902725795,0.42989114327673805,0
16,1.8370150906545089,0.6349128419022374,1
17,4.697799920753571,0.8548051626392525,1
18,5.028558526043044,0.5854518640959059,0
19,5.589188827179289,0.11846447567211804,0
20,2.995474445971251,1.2118987215317982,1
21,4.554972262051402,1.544428398007539,1
22,2.9912801749939155,0.955170002158535,0
23,4.907335121043601,0.468146028574169,0
24,4.373905371803691,0.23931498408024732,0
25,1.9934707192302255,1.0062970608508577,1
26,2.530676982379976,0.5932521859713442,0
27,2.9058750763057324,1.2415385094694043,0
28,3.8562097117204086,1.9488793433690168,1
29,3.9095411014016426,1.5490695448520464,1
30,1.4779494286256316,0.6383480098454808,1
31,4.253793609173129,1.8725999299843195,1
32,4.82547231601518,1.6689016564108345,1
33,5.810467719577398,1.467861137071555,1
34,4.948707377369876,1.1106330081994615,0
35,2.054097511059064,0.4474566019421622,0
36,0.09383521409562712,0.8243398966000002,0
37,5.937792355996076,1.07575853945647,1
38,1.72085603147338,0.4767323644051198,0
39,3.6728480403579713,1.2339236029789085,1
40,3.5195043567136786,0.8097149170265574,0
41,4.367605697251729,1.5598279033991223,1
42,4.685905912050149,0.9810607213358018,1
43,0.22473444099371287,1.814937585162902,1
44,5.840641741461765,1.4421960484113014,1
45,5.139816997630803,1.1030301233023025,1
46,0.8689863093295822,1.6480645007944492,1
47,3.291969740082669,1.0844841655370603,0
48,0.14912563541849888,0.44538400974174963,0
49,3.9875964833444644,1.167068375298037,1
50,3.8935022074994023,0.6908146963942314,0
51,1.600690587336066,0.7585003215603601,1
52,4.878116193165604,0.584152580051416,0
53,3.258783790803098,0.10771067855746308,0
54,2.5885983881035677,1.9961712639893907,1
55,2.699094488623518,0.9461121294749688,1
56,0.7607340887122458,0.12566640267866092,0
57,1.365680329708186,1.73760548347407,1
58,0.8155803540068038,1.4768109167208894,1
59,5.520672250120263,1.1970869448146773,0
60,5.685651668156677,1.098647341010085,0
61,0.6463496727402391,1.6124711651142436,1
62,2.1164869543561053,0.9616098384848206,0
63,0.5351856783669802,0.8110212083340071,1
64,5.015077517365747,0.6917875408803489,0
65,3.790808913958525,0.046493311457672215,0
66,3.5323774417177747,0.7070504881868798,1
67,1.4476033628379525,0.37301214819764783,0
